species,mean_early_raw_abundance,mean_advanced_raw_abundance,direction,mannwhitney_u,p_value,fdr,minus_log10_fdr,rank
Alistipes timonensis,0.0014954863813229572,0.005193470873786408,advanced_high,49855.0,0.00671831192692577,0.13666460840825315,0.8643439387097018,76
Campylobacter ureolyticus,0.0001356031128404669,0.0013878155339805823,advanced_high,50115.0,0.007421022619501207,0.14370237514051812,0.8425360537036574,77
GGB9705 SGB15224,0.00737704280155642,0.026955752427184464,advanced_high,48652.5,0.00749668788422971,0.14370237514051812,0.8425360537036574,78
Bacteroidaceae bacterium,0.5274998443579766,0.4961078883495146,early_high,47386.5,0.007525661295368783,0.14370237514051812,0.8425360537036574,79
Ruminococcaceae bacterium D5,0.010905836575875487,0.016583665048543687,advanced_high,47953.5,0.007567169435577765,0.14370237514051812,0.8425360537036574,80
Veillonella rogosae,0.05159727626459144,0.037873033980582525,early_high,58716.0,0.0075892112232546485,0.14370237514051812,0.8425360537036574,81
Eubacterium sp AF15 50,0.007670350194552529,0.017385315533980584,advanced_high,48099.5,0.007621988849626446,0.14370237514051812,0.8425360537036574,82
Streptococcus anginosus,0.019902801556420234,0.023269466019417474,advanced_high,46994.5,0.007766252114620561,0.14465814179763117,0.8396571179214564,83
Peptostreptococcus SGB749,0.010121984435797666,0.030307233009708737,advanced_high,57392.0,0.008058425066859349,0.14688360480711204,0.8330266775873716,84
GGB9646 SGB15123,0.004607120622568093,0.005205679611650485,advanced_high,47675.5,0.008075748000391025,0.14688360480711204,0.8330266775873716,85
GGB9627 SGB15081,0.026423891050583653,0.03991944174757282,advanced_high,47821.0,0.008817646797448416,0.15451326992063694,0.8110342165250408,86
Lancefieldella parvula,0.019461478599221788,0.005872475728155339,early_high,58860.5,0.008925644684704803,0.15451326992063694,0.8110342165250408,87
GGB9632 SGB15089,0.14962042801556422,0.23593757281553396,advanced_high,46706.5,0.008988038414914247,0.15451326992063694,0.8110342165250408,88
GGB9635 SGB15106,0.13786019455252918,0.21691757281553395,advanced_high,47756.5,0.008992195969143985,0.15451326992063694,0.8110342165250408,89
GGB9631 SGB15085,0.012547120622568094,0.02836519417475728,advanced_high,49018.5,0.008994951030308748,0.15451326992063694,0.8110342165250408,90
Ruminococcaceae unclassified SGB4191,0.04085941634241245,0.023701699029126215,early_high,49063.0,0.009186950867837045,0.15607720924918758,0.8066605089807464,91
Clostridiaceae bacterium NSJ 31,0.0002441634241245136,0.0006803155339805826,advanced_high,49182.5,0.00981342137195761,0.1639885155026478,0.7851865655405454,92
Oribacterium sp oral taxon 102,0.0006803891050583659,0.0037574271844660195,advanced_high,50803.5,0.00991083085477606,0.1639885155026478,0.7851865655405454,93
Candidatus Parachristensenella avicola,0.0015012451361867706,0.0012101456310679613,early_high,48486.5,0.009970841175452065,0.1639885155026478,0.7851865655405454,94
GGB6649 SGB9391,0.002810350194552529,0.00417007281553398,advanced_high,49044.5,0.011030173393286073,0.17950155858968703,0.7459317761443698,95
Actinomyces sp S6 Spd3,0.0027496108949416342,0.0015101699029126214,early_high,58370.0,0.011389264190634947,0.1834146087366836,0.7365660762938211,96
GGB9758 SGB15368,0.15688108949416343,0.23814283980582526,advanced_high,47831.5,0.011865886957850527,0.18912021893646302,0.7232620380342303,97
Clostridium sp AF20 17LB,0.030121284046692606,0.06413325242718446,advanced_high,47421.5,0.012227990583917662,0.1929027902320072,0.7146614904815689,98
Flavonifractor plautii,0.3448003501945525,0.2695930582524272,early_high,58983.5,0.012965220171932707,0.20246697359401983,0.6936458087734642,99
Lactococcus petauri,0.0028701556420233465,0.053838422330097085,advanced_high,55035.0,0.013122109400332949,0.20286781132914739,0.6927868562249713,100
Bacilli unclassified SGB6473,0.057621828793774324,0.10182677184466017,advanced_high,48918.0,0.013358572862691622,0.20447874896753712,0.6893518205940596,101
Butyrivibrio crossotus,0.1460743968871595,0.13330774271844661,early_high,48973.0,0.01368316454461183,0.20718461141659308,0.6836425048391955,102
Ruminococcaceae unclassified SGB15236,0.06063785992217899,0.09287218446601941,advanced_high,48000.0,0.013803373205633305,0.20718461141659308,0.6836425048391955,103
GGB4596 SGB6358,0.0021083268482490272,0.019023252427184466,advanced_high,51114.0,0.014980302809780818,0.22177609429043924,0.6540852691755117,104
Veillonella atypica,0.142407859922179,0.07435609223300971,early_high,58566.0,0.015062412613516249,0.22177609429043924,0.6540852691755117,105
Sutterella wadsworthensis,0.5550547470817121,0.3334940533980582,early_high,58454.5,0.015404566389812285,0.22453934481568621,0.6487075489180988,106
Bacteroides caccae,0.5440284046692607,0.7510239563106796,advanced_high,47094.5,0.015611177269094532,0.22453934481568621,0.6487075489180988,107
GGB9615 SGB15053,0.12778556420233464,0.18559667475728153,advanced_high,47274.5,0.015685801578327368,0.22453934481568621,0.6487075489180988,108
Clostridium sp AM49 4BH,0.032301089494163424,0.057281286407766994,advanced_high,48333.0,0.01599095338469076,0.22680746727276987,0.644342651093183,109
Bacteroides cellulosilyticus,0.5345163813229571,0.5834809466019418,advanced_high,47275.0,0.016185079794633142,0.2274739396591167,0.6430683507014955,110
Rothia mucilaginosa,0.015192645914396887,0.009961771844660195,early_high,58433.0,0.01633534704573162,0.2275175363306404,0.6429851236744887,111
Ruminococcus sp NSJ 71,0.3521079377431907,0.4103122330097088,advanced_high,48217.0,0.01711591191010605,0.22952931818083294,0.639161833390624,112
Roseburia hominis,0.13609175097276266,0.18162012135922334,advanced_high,47211.0,0.01713161142766802,0.22952931818083294,0.639161833390624,113
Ruthenibacterium lactatiformans,0.20885073929961087,0.2206746844660194,advanced_high,47148.0,0.01716563408007725,0.22952931818083294,0.639161833390624,114
GGB39918 SGB47522,3.389105058365758e-05,0.0006913106796116504,advanced_high,50799.0,0.017176942233984114,0.22952931818083294,0.639161833390624,115
Streptococcus infantis,0.01115669260700389,0.007271650485436893,early_high,58304.0,0.01728786611290393,0.22952931818083294,0.639161833390624,116
Intestinimonas butyriciproducens,0.022167665369649807,0.0295701213592233,advanced_high,47378.5,0.01737058876271504,0.22952931818083294,0.639161833390624,117
Bacilli unclassified SGB6478,0.1217109727626459,0.3048507281553398,advanced_high,48688.0,0.017958069255255327,0.2336566826348113,0.6314217935400724,118
GGB9705 SGB15225,0.020411867704280155,0.02649633495145631,advanced_high,48230.5,0.017985216839290132,0.2336566826348113,0.6314217935400724,119
Alistipes sp AF17 16,0.015056108949416341,0.02965791262135922,advanced_high,48281.0,0.018292028429370114,0.235662299598385,0.6277098887780515,120
Bacteroidales bacterium,0.06659470817120623,0.0644542718446602,early_high,49690.0,0.018894487609552448,0.24141221358981887,0.6172407617428859,121
GGB49418 SGB69331,0.0003484046692607004,0.000663252427184466,advanced_high,50307.0,0.01960059558297204,0.24667479297710856,0.6078752276090226,122
GGB9709 SGB15238,0.019390544747081715,0.030533834951456312,advanced_high,49295.5,0.019700495944495293,0.24667479297710856,0.6078752276090226,123
Anaerotignum faecicola,0.21041945525291827,0.2762241747572816,advanced_high,47394.5,0.01991678798836033,0.24667479297710856,0.6078752276090226,124
Parvimonas sp KA00067,0.00016945525291828793,0.0029116990291262134,advanced_high,50758.0,0.019944598397243576,0.24667479297710856,0.6078752276090226,125
GGB9695 SGB15211,0.0016315953307392997,0.0063315048543689315,advanced_high,50428.0,0.02085792839404138,0.25592347061260295,0.5918898833581393,126
Pseudoruminococcus massiliensis,0.04451124513618677,0.14232148058252425,advanced_high,49619.0,0.02121762184728162,0.2582869557157274,0.5878975264775889,127
Bacteroides bouchesdurhonensis,0.005435758754863813,0.006617281553398059,advanced_high,50097.0,0.021876539485021752,0.2642275784675283,0.5780218553392329,128
Streptococcus dysgalactiae,0.0005255252918287938,0.0015269660194174757,advanced_high,51017.0,0.022531191919668705,0.27002498223106836,0.5685960538292045,129
Opitutales bacterium,0.004596147859922179,0.018450825242718447,advanced_high,50168.0,0.02335656968752892,0.27776351336092087,0.5563248031870307,130
GGB9059 SGB13976,0.022432996108949416,0.11921747572815536,advanced_high,49752.5,0.024828661450216494,0.2906693978392957,0.536600689072774,131
Clostridium SGB6179,0.004431673151750973,0.008039611650485437,advanced_high,49165.0,0.024959248522269595,0.2906693978392957,0.536600689072774,132
GGB9774 SGB15394,0.005283501945525291,0.010940631067961167,advanced_high,50527.0,0.025005840823173562,0.2906693978392957,0.536600689072774,133
GGB9522 SGB14921,0.0064722568093385216,0.010800218446601943,advanced_high,48430.5,0.02546610934933571,0.29381048547815675,0.5319327092127293,134
Bacteroides timonensis,0.025592412451361866,0.07840427184466019,advanced_high,49784.0,0.026290579658329587,0.2995773781199841,0.5234909844591901,135
Alistipes shahii,0.30933891050583656,0.3374041747572815,advanced_high,47596.0,0.026378231627648192,0.2995773781199841,0.5234909844591901,136
Dorea longicatena,0.49833070038910504,0.5110890048543689,advanced_high,47577.0,0.026547283830813596,0.2995773781199841,0.5234909844591901,137
Clostridium hylemonae,0.0016116731517509728,0.0029467475728155337,advanced_high,50350.5,0.027748954341622594,0.3086638185604889,0.5105142753460548,138
Butyricicoccus sp AM29 23AC,0.03454591439688716,0.03898436893203883,advanced_high,48764.0,0.02775179222503749,0.3086638185604889,0.5105142753460548,139
Butyricimonas virosa,0.05532291828793774,0.09526682038834954,advanced_high,47983.0,0.028132915909240087,0.31066777139775126,0.5077037980166651,140
Intestinibacter SGB6139,0.030662256809338515,0.011965194174757282,early_high,48777.0,0.02855049651481456,0.3130430327085341,0.5043959577147054,141
Desulfovibrio fairfieldensis,0.004324007782101167,0.01319747572815534,advanced_high,50836.5,0.02884818678549777,0.31315393440407574,0.5042421275384492,142
GGB3746 SGB5089,0.22210311284046694,0.19157507281553401,early_high,47881.5,0.028965726144749567,0.31315393440407574,0.5042421275384492,143
Abiotrophia defectiva,0.0016736575875486383,0.0004741019417475728,early_high,55798.0,0.03001596886332803,0.3222547768243412,0.49180063632342924,144
Prevotella copri clade A,4.81269280155642,3.796803567961165,early_high,47873.0,0.030965724054596817,0.33015868543728744,0.4812772733179095,145
Actinomyces SGB17168,0.011960856031128406,0.005069320388349515,early_high,57178.0,0.031425706576591016,0.3315221071077358,0.47948750594765865,146
Streptococcus salivarius,0.4819820622568094,0.30839332524271845,early_high,58164.5,0.03152247719588432,0.3315221071077358,0.47948750594765865,147
Akkermansia muciniphila,0.6140385214007783,1.3403265776699027,advanced_high,47946.0,0.03252020690477862,0.337465243349683,0.4717709499403272,148
Ruminococcaceae bacterium AM07 15,0.015476420233463037,0.015987135922330097,advanced_high,48643.0,0.03272722456346789,0.337465243349683,0.4717709499403272,149
GGB4964 SGB6927,0.003046926070038911,0.0014075485436893206,early_high,55535.0,0.03274242335216847,0.337465243349683,0.4717709499403272,150
Candidatus Saccharibacteria unclassified SGB19850,0.026866848249027235,0.017771601941747574,early_high,58064.5,0.033174415007930516,0.339653282134176,0.46896418438291276,151
GGB9699 SGB15216,0.14324486381322957,0.19935912621359225,advanced_high,47867.5,0.033544946062152595,0.341187411921631,0.467007000464137,152
Eubacterium sulci,0.010273229571984436,0.0037154126213592227,early_high,57654.0,0.03508268552842815,0.3544956328558818,0.45038911065940473,153
Eubacteriaceae bacterium,0.0644014785992218,0.0701068932038835,advanced_high,48011.0,0.03569026502492563,0.35829318005542227,0.4457614583493392,154
Parabacteroides massiliensis,0.00791101167315175,0.006157742718446602,early_high,50059.5,0.03643816375304005,0.3634412978206446,0.4395657253587999,155
Slackia exigua,0.00038595330739299617,0.0026153640776699033,advanced_high,49974.0,0.03678054159372961,0.36450459810196134,0.4382969888337605,156
Roseburia sp AF02 12,0.2012350972762646,0.294970072815534,advanced_high,48305.0,0.03704645666563417,0.3648014140450346,0.4379434869259529,157
GGB3614 SGB4886,0.025947782101167317,0.043816820388349505,advanced_high,49863.5,0.038700516814713766,0.378677208832579,0.42173083265605593,158
GGB2977 SGB3959,0.0023894552529182874,0.00227126213592233,early_high,49798.0,0.03953286258126192,0.38438871415491155,0.415229371919721,159
Anaerococcus obesiensis,0.0010225291828793773,0.005059150485436893,advanced_high,50207.0,0.04240500690949786,0.4097383792630231,0.38749335476420255,160
GGB9697 SGB15213,0.002300739299610895,0.040059223300970885,advanced_high,50122.5,0.04399970109036358,0.42250644649504404,0.3741666603098705,161
GGB9608 SGB15041,0.010185291828793772,0.010612912621359223,advanced_high,50073.0,0.046673698097282175,0.4453773789656001,0.3512718448679874,162
Coprococcus comes,0.20406544747081712,0.24639296116504855,advanced_high,48196.5,0.04695764086118552,0.4453773789656001,0.3512718448679874,163
Alistipes onderdonkii,0.6883396108949417,1.0472665533980583,advanced_high,48171.0,0.048203251222582906,0.4544038194519096,0.34255802685707953,164
Bacteroides nordii,0.08933603112840466,0.12395655339805826,advanced_high,48474.0,0.04957306317139038,0.4623912824683956,0.3349903623287907,165
Desulfovibrionaceae bacterium,0.028419066147859922,0.04198269417475728,advanced_high,49379.5,0.04964874054964662,0.4623912824683956,0.3349903623287907,166
Ligilactobacillus ruminis,4.054474708171206e-05,0.006346043689320388,advanced_high,51610.0,0.050733550062502894,0.46966508021933817,0.32821172857939945,167
Clostridium sp SN20,0.009880038910505836,0.004861407766990291,early_high,57004.5,0.053564363117900964,0.4929196748825886,0.307223846640554,168
Prevotella sp 885,0.20363241245136185,0.3976426213592233,advanced_high,50257.0,0.05511133698040434,0.5028578319417116,0.29855478140602776,169
Desulfovibrio piger,0.04661354085603113,0.05061298543689321,advanced_high,49530.5,0.0552948456856992,0.5028578319417116,0.29855478140602776,170
Eikenella corrodens,0.0008154474708171205,0.004096504854368932,advanced_high,50684.0,0.05907174379350661,0.5310078681495972,0.27489904376102337,171
Holdemania massiliensis,0.007113735408560311,0.009650582524271846,advanced_high,49365.5,0.059077201372400204,0.5310078681495972,0.27489904376102337,172
GGB9568 SGB14980,0.011599416342412452,0.00291,early_high,55143.0,0.059525870717766605,0.5319479545067466,0.2741308567580116,173
GGB9631 SGB15086,9.042801556420233e-05,0.004600776699029126,advanced_high,51567.5,0.06137769057709546,0.5453443082309746,0.26332921524464403,174
GGB4277 SGB5832,0.00012712062256809337,0.005803907766990291,advanced_high,51148.5,0.06265735578216855,0.5520618123834252,0.25801229315101487,175
GGB3571 SGB4778,0.010093385214007782,0.009742694174757281,early_high,48829.0,0.06284791654559045,0.5520618123834252,0.25801229315101487,176
GGB9593 SGB15015,0.005514863813229571,0.006670631067961166,advanced_high,50675.0,0.06387670060315616,0.554481628389141,0.25611283873285007,177
Gemmiger SGB15299,0.027546303501945528,0.04437769417475728,advanced_high,49639.5,0.06421562556963104,0.554481628389141,0.25611283873285007,178
Clostridium perfringens,0.010622334630350195,0.01769485436893204,advanced_high,50128.0,0.06430705123519953,0.554481628389141,0.25611283873285007,179
Streptococcus gallolyticus,0.023809260700389107,0.16823131067961167,advanced_high,50328.0,0.06455801624194396,0.554481628389141,0.25611283873285007,180
Bacteroides uniformis,2.791018287937743,3.5756383252427186,advanced_high,48461.5,0.0653931429326255,0.5585513755460719,0.2529368743120278,181
Odoribacter splanchnicus,0.32159175097276266,0.37387832524271847,advanced_high,48525.5,0.06800692283807078,0.5757260603389114,0.23978411168568692,182
GGB58485 SGB80143,0.004564902723735408,0.00698614077669903,advanced_high,50005.5,0.06814868631437308,0.5757260603389114,0.23978411168568692,183
Fusobacterium naviforme,0.00032898832684824904,0.0030315776699029124,advanced_high,51519.0,0.06939758573766441,0.5830905845132021,0.2342639713160076,184
Granulicatella adiacens,0.004862256809338521,0.01013,advanced_high,49106.0,0.07156608885235859,0.598060396571602,0.22325495552114885,185
GGB3256 SGB4303,0.14872451361867706,0.19736089805825244,advanced_high,49114.5,0.07251226044097783,0.6027094335578049,0.21989201093786784,186
Eisenbergiella tayi,0.07260996108949416,0.04242995145631067,early_high,48874.0,0.07324840107805008,0.6042692914728562,0.2187694757213548,187
Erysipelotrichaceae bacterium,0.05269992217898833,0.043349417475728146,early_high,49481.0,0.07362643850508613,0.6042692914728562,0.2187694757213548,188
Ruminococcaceae unclassified SGB15309,0.0015270038910505837,0.0042109708737864075,advanced_high,51036.0,0.074005658439593,0.6042692914728562,0.2187694757213548,189
Megasphaera hexanoica,0.006721439688715953,0.004355072815533981,early_high,54253.5,0.07426336699860459,0.6042692914728562,0.2187694757213548,190
Ruminococcus lactaris,0.21498949416342414,0.17269927184466022,early_high,49198.5,0.07493289376876779,0.6065248888299215,0.21715137309960633,191
GGB4585 SGB6340,0.04724712062256809,0.0542364563106796,advanced_high,50415.5,0.07548378555244138,0.6078017315837208,0.21623806698035422,192
Pyramidobacter piscolens,0.003233657587548638,0.011195922330097086,advanced_high,50767.5,0.07762934560508837,0.6218392140179618,0.20632189423457384,193
Dorea sp AF36 15AT,0.04387867704280156,0.04620599514563107,advanced_high,48799.0,0.07918757024933008,0.6310514618838367,0.19993522284642856,194
Streptococcus cristatus,0.0028116731517509727,0.004374805825242719,advanced_high,56146.0,0.08024845884598895,0.6328999317291688,0.19866495117273872,195
GGB38171 SGB72433,0.009642412451361868,0.012235922330097087,advanced_high,50051.0,0.08039800080095216,0.6328999317291688,0.19866495117273872,196
GGB9186 SGB14125,0.004030505836575875,0.006864320388349515,advanced_high,49872.0,0.08064766271063795,0.6328999317291688,0.19866495117273872,197
Oscillibacter sp ER4,0.42259607003891053,0.5241505582524273,advanced_high,48822.0,0.08170757385275311,0.6379793392745268,0.195193385517638,198
Enterobacter hormaechei,0.0203947859922179,0.03273997572815534,advanced_high,50327.0,0.08428894167057455,0.6516060475433972,0.18601489366595517,199
Prevotella timonensis,0.0002277431906614786,0.0011282766990291261,advanced_high,51366.5,0.08429573706900352,0.6516060475433972,0.18601489366595517,200
Lactobacillus vaginalis,0.0010369649805447472,0.0069759951456310676,advanced_high,54436.0,0.08672146512629036,0.667021816344502,0.1758599613411938,201
Actinomyces sp ICM47,0.008066964980544747,0.004359101941747573,early_high,56629.0,0.08728393846535784,0.6680245983536793,0.1752075454098163,202
Intestinibacter bartlettii,0.03374287937743191,0.024998179611650486,early_high,49091.5,0.0889175533933551,0.6768326976404655,0.1695186687902346,203
GGB9602 SGB15031,0.06214758754863813,0.12397247572815535,advanced_high,49506.0,0.0893103947727393,0.6768326976404655,0.1695186687902346,204
Rikenellaceae unclassified SGB2227,0.06546470817120623,0.14807160194174757,advanced_high,51224.0,0.09293617092156674,0.6992233182101782,0.15538409696240396,205
Allisonella histaminiformans,0.05239252918287937,0.027661067961165044,early_high,56465.5,0.09330401703557926,0.6992233182101782,0.15538409696240396,206
Alistipes finegoldii,0.15254334630350194,0.20200985436893204,advanced_high,49007.5,0.09362175088583888,0.6992233182101782,0.15538409696240396,207
Clostridia unclassified SGB4373,0.02773852140077821,0.03431189320388349,advanced_high,51291.5,0.09468587483765226,0.7037709735529346,0.15256864924528393,208
