species,mean_early_raw_abundance,mean_advanced_raw_abundance,direction,mannwhitney_u,p_value,fdr,minus_log10_fdr,rank
Bacteroidales unclassified SGB2076,0.024797665369649804,0.03889033980582524,advanced_high,53727.5,0.32582862174875005,1.0,-0.0,336
GGB9634 SGB15093,0.1118258365758755,0.09965123786407767,early_high,51160.5,0.32635167778203844,1.0,-0.0,337
GGB9557 SGB14966,0.00825782101167315,0.008101601941747572,early_high,50791.5,0.3269928051593146,1.0,-0.0,338
GGB3637 SGB4930,0.021566498054474706,0.0005210922330097088,early_high,53573.0,0.3271938916994881,1.0,-0.0,339
Blautia faecicola,0.038664046692607,0.01862138349514563,early_high,54523.5,0.32767063959725196,1.0,-0.0,340
GGB3817 SGB5182,0.015696887159533074,0.014766941747572817,early_high,54466.0,0.32799013741244276,1.0,-0.0,341
Ruminococcaceae unclassified SGB14835,0.0005296498054474709,0.001049514563106796,advanced_high,52131.5,0.3285452489933486,1.0,-0.0,342
Enterocloster asparagiformis,0.009844007782101167,0.010606747572815534,advanced_high,50819.5,0.32975797894808456,1.0,-0.0,343
Faecalicatena fissicatena,0.07972354085603114,0.07335514563106796,early_high,50764.5,0.33091514564426017,1.0,-0.0,344
Candidatus Gastranaerophilales bacterium,0.07316673151750973,0.06604529126213592,early_high,51417.5,0.33686640878423446,1.0,-0.0,345
Fusobacterium varium,0.07422766536964981,0.024032864077669906,early_high,51822.0,0.33774597327432054,1.0,-0.0,346
Butyricimonas paravirosa,0.022311089494163425,0.02627485436893204,advanced_high,51123.0,0.3380544921828563,1.0,-0.0,347
Enterobacter mori,0.004029688715953308,0.016527087378640774,advanced_high,52406.0,0.3380625722411772,1.0,-0.0,348
Desulfovibrio desulfuricans,0.006730972762645914,0.005132791262135922,early_high,51761.5,0.3415979348456525,1.0,-0.0,349
GGB9637 SGB15111,0.0023984824902723734,0.0014846116504854368,early_high,51938.5,0.3420776002445376,1.0,-0.0,350
Clostridia unclassified SGB6385,0.047477470817120615,0.022235995145631068,early_high,52203.0,0.34583643887967386,1.0,-0.0,351
GGB34228 SGB72916,0.004279260700389104,0.004558446601941748,advanced_high,51435.0,0.34762151327439184,1.0,-0.0,352
GGB3341 SGB4420,0.00641330739299611,0.017919199029126216,advanced_high,52033.0,0.3516045579581861,1.0,-0.0,353
Clostridia unclassified SGB6276,0.04762307392996109,0.06661434466019418,advanced_high,51384.0,0.3536834113531826,1.0,-0.0,354
Clostridia unclassified SGB71368,0.001438715953307393,0.0022309466019417475,advanced_high,51867.5,0.3537825959432712,1.0,-0.0,355
Dorea formicigenerans,0.2226829961089494,0.2069430339805825,early_high,50700.5,0.35380106831812097,1.0,-0.0,356
Parabacteroides gordonii,0.010849844357976654,0.012570752427184468,advanced_high,51676.5,0.35587764629116725,1.0,-0.0,357
Phocaeicola massiliensis,1.1273164591439688,0.6591214805825244,early_high,55064.0,0.3581050997186682,1.0,-0.0,358
Escherichia coli,2.303911906614786,1.861818786407767,early_high,50756.5,0.3681962261483711,1.0,-0.0,359
Lactobacillus gasseri,0.00768431906614786,0.047054563106796114,advanced_high,54372.5,0.3692459543916281,1.0,-0.0,360
GGB4549 SGB6271,0.035329494163424124,0.05214548543689321,advanced_high,52118.0,0.3800701987494629,1.0,-0.0,361
Faecalibacterium prausnitzii,2.8929773540856036,2.9584986893203884,advanced_high,50832.5,0.38565091700435805,1.0,-0.0,362
Romboutsia timonensis,0.07391077821011673,0.0388161650485437,early_high,50941.5,0.3916058656318032,1.0,-0.0,363
Peptococcaceae bacterium,0.021986575875486383,0.024620509708737866,advanced_high,51346.5,0.3969875736374514,1.0,-0.0,364
Clostridiaceae bacterium,0.3454900778210117,0.3185022330097087,early_high,54998.0,0.39758812568110413,1.0,-0.0,365
Olsenella sp GAM18,0.0045161478599221785,0.00757121359223301,advanced_high,51744.5,0.39961254008953984,1.0,-0.0,366
Granulicatella elegans,0.0007743968871595331,0.0005313592233009708,early_high,53875.5,0.3999985123115657,1.0,-0.0,367
TM7 phylum sp oral taxon 348,0.002428171206225681,0.002115364077669903,early_high,51354.0,0.4101223476741165,1.0,-0.0,368
Bacteroides oleiciplenus,0.0004074708171206225,0.0012708495145631064,advanced_high,52237.0,0.41152775454369483,1.0,-0.0,369
Lachnospira SGB5077,0.11818225680933851,0.10656220873786408,early_high,51429.0,0.41302794325940306,1.0,-0.0,370
Campylobacter gracilis,0.0001663035019455253,0.000780242718446602,advanced_high,52001.5,0.42086431811098923,1.0,-0.0,371
Sellimonas intestinalis,0.026090505836575874,0.03915194174757282,advanced_high,51239.0,0.4211996728785431,1.0,-0.0,372
Oxalobacter formigenes,0.0022392607003891046,0.004251674757281554,advanced_high,51959.0,0.42181873684729787,1.0,-0.0,373
Fusicatenibacter saccharivorans,0.3780580544747082,0.4174877669902912,advanced_high,50994.0,0.4219686520239905,1.0,-0.0,374
Blautia sp MSK 20 85,0.06676610894941634,0.04767716019417476,early_high,51496.5,0.4225498651929076,1.0,-0.0,375
Coprobacter secundus,0.016729143968871596,0.019891310679611647,advanced_high,51466.5,0.4226635038083385,1.0,-0.0,376
Eggerthellaceae unclassified SGB14322,0.018338715953307397,0.00855359223300971,early_high,51579.0,0.4227293725129082,1.0,-0.0,377
Lacrimispora celerecrescens,0.14596194552529182,0.12707478155339805,early_high,54753.5,0.4229653245543886,1.0,-0.0,378
Bifidobacterium dentium,0.021888599221789883,0.03573033980582525,advanced_high,51334.0,0.4286432391988012,1.0,-0.0,379
Blautia glucerasea,0.03914015564202335,0.027849684466019417,early_high,51212.5,0.42886706261490815,1.0,-0.0,380
Citrobacter freundii,0.014683073929961089,0.021094223300970875,advanced_high,54009.5,0.43360076783661916,1.0,-0.0,381
Phocaeicola dorei,2.2371878210116733,1.7393698300970872,early_high,54833.0,0.43558638397814986,1.0,-0.0,382
Lachnospiraceae unclassified SGB5063,0.019580544747081714,0.002056092233009709,early_high,52586.0,0.4374061558244752,1.0,-0.0,383
Blautia SGB4815,0.05862027237354086,0.05275733009708738,early_high,51093.0,0.4377654013199265,1.0,-0.0,384
bacterium OL 1,0.001165408560311284,0.011107014563106797,advanced_high,52226.0,0.4394063202302312,1.0,-0.0,385
Butyricicoccus SGB14990,0.007217120622568093,0.008995849514563106,advanced_high,51947.0,0.44132976120120615,1.0,-0.0,386
Bacteroides congonensis,0.0043492217898832685,0.006870461165048544,advanced_high,52200.0,0.4413734621867941,1.0,-0.0,387
GGB9634 SGB15099,0.00022140077821011672,0.0017199271844660193,advanced_high,52478.0,0.4419883528306141,1.0,-0.0,388
GGB9347 SGB14313,0.0624111673151751,0.1912635436893204,advanced_high,51663.0,0.44506635395964067,1.0,-0.0,389
GGB9691 SGB15198,0.010106225680933851,0.019510242718446605,advanced_high,52018.0,0.4468897900349925,1.0,-0.0,390
Acidaminococcus fermentans,0.024311089494163423,0.024302791262135925,early_high,53609.5,0.45136657063774055,1.0,-0.0,391
Barnesiella intestinihominis,0.33215677042801556,0.3532538834951456,advanced_high,51174.0,0.4528698243947453,1.0,-0.0,392
Clostridium phoceensis,0.10786789883268483,0.08914000000000001,early_high,54732.0,0.45870749034507197,1.0,-0.0,393
GGB781 SGB1024,0.09343486381322956,0.14850898058252426,advanced_high,53880.0,0.4621696717117175,1.0,-0.0,394
GGB4676 SGB6465,0.007922101167315175,0.008285995145631067,advanced_high,52270.0,0.46805454215624265,1.0,-0.0,395
Bifidobacterium breve,0.03173105058365759,0.03337194174757282,advanced_high,53923.0,0.46931099713880986,1.0,-0.0,396
Anaerosacchariphilus sp NSJ 68,0.0022897665369649807,0.001944368932038835,early_high,51597.0,0.46970688022457985,1.0,-0.0,397
Ruminococcus torques,1.189251206225681,1.250971553398058,advanced_high,51190.0,0.47096648154762755,1.0,-0.0,398
Ruminococcaceae unclassified SGB15233,0.06169712062256809,0.05063220873786407,early_high,51706.0,0.4723609943840419,1.0,-0.0,399
Butyricimonas faecihominis,0.019662256809338523,0.02633456310679612,advanced_high,51718.0,0.4754213669736941,1.0,-0.0,400
GGB1407 SGB1930,0.04304642023346304,0.024302087378640775,early_high,52231.0,0.47701590772765146,1.0,-0.0,401
GGB9677 SGB15180,0.012776731517509726,0.02663766990291262,advanced_high,51914.0,0.4822993691991644,1.0,-0.0,402
Eubacterium sp AF34 35BH,0.016886926070038912,0.02811138349514563,advanced_high,51779.5,0.4862839292778861,1.0,-0.0,403
Enterocloster citroniae,0.01741338521400778,0.01884546116504854,advanced_high,54601.5,0.4904173908624654,1.0,-0.0,404
GGB4584 SGB6338,0.004808132295719844,0.0041177427184466014,early_high,52336.5,0.4945235597807982,1.0,-0.0,405
GGB9635 SGB15103,0.04265498054474708,0.06233817961165048,advanced_high,51980.5,0.4945515692026514,1.0,-0.0,406
Veillonella tobetsuensis,0.020644863813229566,0.018133689320388353,early_high,53910.5,0.499978624599424,1.0,-0.0,407
Enterococcus gallinarum,0.0009483657587548638,0.0010006067961165048,advanced_high,53494.5,0.5055131751737549,1.0,-0.0,408
Lactobacillus crispatus,0.0029436575875486383,0.0057600242718446595,advanced_high,53671.0,0.5071283481765414,1.0,-0.0,409
Eggerthellaceae unclassified SGB14341,0.023311712062256813,0.016708106796116503,early_high,54139.0,0.5106387519176678,1.0,-0.0,410
Bacteroides thetaiotaomicron,1.0848997276264591,1.0301106310679613,early_high,54537.5,0.51175590687052,1.0,-0.0,411
Lachnospira pectinoschiza,0.435701906614786,0.3261971116504855,early_high,51467.5,0.5137035598242421,1.0,-0.0,412
GGB4700 SGB6506,0.00924828793774319,0.030463470873786407,advanced_high,52322.0,0.514669942781596,1.0,-0.0,413
Roseburia sp AM59 24XD,0.00865455252918288,0.041529490291262135,advanced_high,52141.0,0.5158496189799897,1.0,-0.0,414
Clostridium sp AF15 49,0.2916710894941634,0.24726655339805825,early_high,51661.0,0.516772361434336,1.0,-0.0,415
Merdimonas faecis,0.01979976653696498,0.02495152912621359,advanced_high,51830.5,0.530390286501345,1.0,-0.0,416
Enterocloster bolteae,0.22891256809338523,0.1864990291262136,early_high,54464.5,0.5309136890248554,1.0,-0.0,417
Coriobacteriia bacterium,0.008323579766536965,0.003455703883495145,early_high,52176.0,0.5314096586391726,1.0,-0.0,418
GGB9559 SGB14969,0.012440505836575876,0.00792631067961165,early_high,54067.0,0.5401120595616442,1.0,-0.0,419
Holdemanella biformis,0.14523494163424125,0.1296445145631068,early_high,53999.0,0.5455263427360759,1.0,-0.0,420
Streptococcus equinus,0.0029818287937743194,0.000563373786407767,early_high,53425.0,0.5458938587065378,1.0,-0.0,421
Evtepia gabavorous,0.0533087159533074,0.061146796116504865,advanced_high,51625.5,0.5474385386578329,1.0,-0.0,422
Ruminococcus sp JE7A12,0.03537642023346303,0.05697720873786408,advanced_high,52357.5,0.5493242811948684,1.0,-0.0,423
Faecalibacterium SGB15345,0.006758832684824904,0.00267007281553398,early_high,51951.5,0.5542916278873391,1.0,-0.0,424
GGB6547 SGB9247,0.035750700389105064,0.01825655339805825,early_high,53561.0,0.5579698664267357,1.0,-0.0,425
Phocaeicola vulgatus,6.692100661478599,5.782402548543688,early_high,54359.0,0.5601574176515158,1.0,-0.0,426
Blautia wexlerae,1.0377709727626458,0.7945414805825243,early_high,54335.0,0.566745995939425,1.0,-0.0,427
Clostridia unclassified SGB14951,0.003363346303501945,0.0019268689320388348,early_high,52299.0,0.5692261372982799,1.0,-0.0,428
Blautia sp MSK 21 1,0.03453727626459144,0.010423713592233009,early_high,53794.0,0.570716467680696,1.0,-0.0,429
Megasphaera elsdenii,0.051417937743190666,0.027466650485436894,early_high,53564.0,0.5750487671764226,1.0,-0.0,430
GGB9501 SGB14898,0.012368793774319065,0.011402233009708738,early_high,51971.0,0.5787084088938877,1.0,-0.0,431
Phocaeicola coprocola,1.9427470428015563,0.8545939077669904,early_high,54123.0,0.5824440894057543,1.0,-0.0,432
Mediterraneibacter butyricigenes,0.009424202334630349,0.009876043689320388,advanced_high,51689.5,0.5887486502833696,1.0,-0.0,433
Dysosmobacter welbionis,0.21086774319066148,0.2091657281553398,early_high,54232.5,0.5949096351043186,1.0,-0.0,434
GGB9561 SGB14972,0.007679143968871596,0.005067354368932038,early_high,53812.5,0.5951389230058515,1.0,-0.0,435
GGB4672 SGB6461,0.0016348249027237356,0.0031073543689320387,advanced_high,52528.0,0.5976151470670394,1.0,-0.0,436
Clostridium sp AF27 2AA,0.027451284046692604,0.02467145631067961,early_high,51947.0,0.6031464831831169,1.0,-0.0,437
Clostridium sp OM07 10AC,0.011522723735408559,0.005540946601941747,early_high,53478.5,0.6040440408512509,1.0,-0.0,438
GGB3303 SGB4364,0.0065068093385214016,0.036393179611650485,advanced_high,52505.5,0.611293446037076,1.0,-0.0,439
Clostridium SGB4751,0.018251867704280157,0.01539745145631068,early_high,51912.5,0.6118705955689462,1.0,-0.0,440
Ruminococcaceae unclassified SGB15265,0.10302046692607005,0.11175162621359222,advanced_high,51811.0,0.614685235084811,1.0,-0.0,441
Klebsiella pneumoniae,0.2806549805447471,0.4041913834951456,advanced_high,51891.5,0.6156568221801764,1.0,-0.0,442
GGB9730 SGB15291,0.09643007782101166,0.09370339805825244,early_high,54078.0,0.6168016675132111,1.0,-0.0,443
Eubacterium ramulus,0.1277089494163424,0.11439259708737864,early_high,51756.5,0.6175484475301833,1.0,-0.0,444
Bacteroides stercoris,1.703268093385214,1.6255801699029124,early_high,51737.5,0.6178711081320691,1.0,-0.0,445
Clostridium spiroforme,0.014802840466926067,0.012703325242718446,early_high,51913.0,0.6193588201322942,1.0,-0.0,446
Parabacteroides distasonis,1.4188127626459144,1.1822275485436895,early_high,51742.0,0.6217325428677529,1.0,-0.0,447
Haemophilus sputorum,0.0004035408560311284,0.00032983009708737864,early_high,53391.5,0.6226282298483343,1.0,-0.0,448
Prevotella corporis,0.00023614785992217898,0.00043155339805825237,advanced_high,52393.0,0.6239345513318684,1.0,-0.0,449
Mogibacterium timidum,0.0007254085603112841,0.006177135922330096,advanced_high,52202.0,0.6253488759953283,1.0,-0.0,450
Lachnoanaerobaculum sp ICM7,0.0005175097276264592,0.0006446844660194175,advanced_high,53563.0,0.6309458360421927,1.0,-0.0,451
Turicibacter sanguinis,0.06729556420233462,0.035016092233009714,early_high,53961.5,0.6313809652435675,1.0,-0.0,452
GGB3278 SGB4328,0.10646307392996109,0.022934393203883494,early_high,53614.5,0.6328895882284447,1.0,-0.0,453
GGB9595 SGB15019,0.014734474708171207,0.02358934466019418,advanced_high,52427.0,0.6362442571983816,1.0,-0.0,454
Parabacteroides merdae,0.7607403501945527,0.7054327669902911,early_high,54077.5,0.6390329563957703,1.0,-0.0,455
Bacteroides finegoldii,0.23085887159533075,0.2516745145631068,advanced_high,51932.5,0.6421069779740449,1.0,-0.0,456
Enterococcus faecium,0.004956342412451361,0.03456716019417475,advanced_high,52269.0,0.6471221795259996,1.0,-0.0,457
Faecalimonas umbilicata,0.17361708171206228,0.09701276699029128,early_high,53725.0,0.64712923395077,1.0,-0.0,458
Lactococcus lactis,0.008612295719844357,0.02709842233009709,advanced_high,52160.0,0.6521444109312651,1.0,-0.0,459
Clostridium sp AM22 11AC,0.4076567704280155,0.33074983009708736,early_high,53939.0,0.6762831128380794,1.0,-0.0,460
Actinomyces sp ICM58,0.00755272373540856,0.0022434466019417474,early_high,53724.0,0.6781344506741622,1.0,-0.0,461
Eubacterium rectale,1.5260103112840468,1.4959685194174759,early_high,51963.5,0.6863700753745063,1.0,-0.0,462
GGB35068 SGB47850,0.0068360700389105055,0.005615364077669903,early_high,53602.0,0.6899574174603332,1.0,-0.0,463
Clostridium sp AF32 12BH,0.0025186381322957196,0.0025830097087378642,advanced_high,53544.5,0.691003324315704,1.0,-0.0,464
Roseburia SGB4958,0.022911750972762643,0.010143373786407768,early_high,53390.0,0.6917798540475528,1.0,-0.0,465
Lachnospiraceae bacterium BX3,0.011937859922178988,0.01145133495145631,early_high,53543.5,0.6927000480088978,1.0,-0.0,466
GGB2734 SGB3677,0.020414085603112843,0.03922929611650486,advanced_high,53258.0,0.6983695714931217,1.0,-0.0,467
GGB3463 SGB4621,0.008769883268482489,0.017673567961165045,advanced_high,53553.0,0.6994031950855262,1.0,-0.0,468
Streptococcus sanguinis,0.009733151750972762,0.006729053398058253,early_high,53831.5,0.7000163835427304,1.0,-0.0,469
Blautia sp AF19 10LB,0.07606058365758755,0.0316929854368932,early_high,53701.0,0.7032566177503963,1.0,-0.0,470
GGB12790 SGB19845,0.00031525291828793774,0.00023645631067961164,early_high,53424.0,0.7038316967661968,1.0,-0.0,471
GGB1495 SGB2071,0.3027149416342413,0.31409271844660197,advanced_high,53627.5,0.7064579462802154,1.0,-0.0,472
Bacilli unclassified SGB6487,0.00012299610894941633,0.00884878640776699,advanced_high,52732.0,0.7078152180062753,1.0,-0.0,473
Scardovia wiggsiae,0.0013664591439688715,0.0008549271844660195,early_high,52428.5,0.7081005201030146,1.0,-0.0,474
Eggerthellaceae bacterium,0.03787591439688716,0.03148531553398058,early_high,53670.5,0.711974089470382,1.0,-0.0,475
Limosilactobacillus fermentum,0.006321673151750973,0.007471019417475729,advanced_high,53430.5,0.714053000952197,1.0,-0.0,476
Coprobacter fastidiosus,0.052906926070038905,0.07248541262135923,advanced_high,52222.5,0.71803168173529,1.0,-0.0,477
Lactobacillus mucosae,0.010189416342412452,0.020892014563106798,advanced_high,52511.5,0.7232224381731187,1.0,-0.0,478
Clostridia unclassified SGB6293,0.059973696498054466,0.022252208737864074,early_high,52583.0,0.7258170302074138,1.0,-0.0,479
Gemmiger SGB15292,0.019576848249027237,0.0030663106796116504,early_high,53350.5,0.7309799362528839,1.0,-0.0,480
Senegalimassilia faecalis,0.004016108949416342,0.0020419660194174755,early_high,53281.5,0.731333837446761,1.0,-0.0,481
Anaerostipes hadrus,0.6365219455252918,0.43146660194174763,early_high,53771.0,0.7326410338957094,1.0,-0.0,482
Megasphaera sp BL7,0.276802140077821,0.1869353640776699,early_high,52451.5,0.7327704007074587,1.0,-0.0,483
Tyzzerella nexilis,0.37462268482490274,0.16186155339805824,early_high,53667.5,0.7374296467435731,1.0,-0.0,484
Dorea sp AF24 7LB,0.03139050583657588,0.02379735436893204,early_high,52275.5,0.750756865235513,1.0,-0.0,485
Gemmiger SGB15295,0.10103486381322957,0.10048483009708738,early_high,53579.5,0.7558022352634175,1.0,-0.0,486
Faecalibacterium SGB15346,0.3124634241245136,0.33862970873786413,advanced_high,52204.5,0.7571590248981336,1.0,-0.0,487
GGB9589 SGB15011,0.00015653696498054475,0.0001008009708737864,early_high,52792.0,0.7579812931087131,1.0,-0.0,488
Clostridia bacterium UC5 1 1D1,0.01054385214007782,0.014584660194174755,advanced_high,52218.5,0.7608416406606094,1.0,-0.0,489
GGB4569 SGB6312,0.08422112840466926,0.12710669902912622,advanced_high,53267.5,0.7672912813443099,1.0,-0.0,490
Catenibacterium sp AM22 15,0.1156423346303502,0.08974766990291262,early_high,53440.0,0.771663804671984,1.0,-0.0,491
Parasutterella excrementihominis,0.12518642023346305,0.08277679611650485,early_high,52297.0,0.7747551963450539,1.0,-0.0,492
Negativibacillus massiliensis,0.060687081712062246,0.07988667475728155,advanced_high,53508.0,0.7809780799258691,1.0,-0.0,493
GGB9581 SGB14999,0.027657431906614786,0.02516711165048544,early_high,52293.5,0.7833206138793013,1.0,-0.0,494
Dysosmobacter sp NSJ 60,0.023410972762645914,0.026533980582524267,advanced_high,53574.5,0.7919715301153186,1.0,-0.0,495
Clostridiaceae unclassified SGB4769,0.011526108949416341,0.011232936893203883,early_high,53465.5,0.7956065239141832,1.0,-0.0,496
Mitsuokella sp AF21 1AC,8.599221789883268e-06,0.0014645631067961165,advanced_high,52841.0,0.8001734322657205,1.0,-0.0,497
Faecalicatena orotica,0.0006549027237354086,0.00021063106796116504,early_high,52708.0,0.8059974630151749,1.0,-0.0,498
GGB4651 SGB6438,0.10224603112840465,0.09696587378640777,early_high,53245.0,0.8060416931140577,1.0,-0.0,499
Eubacterium sp AM28 29,0.2207917509727626,0.1986898058252427,early_high,53405.5,0.810833547922011,1.0,-0.0,500
Paraprevotella clara,0.19867210116731515,0.15675978155339806,early_high,52455.0,0.8162937841137716,1.0,-0.0,501
GGB9597 SGB15022,0.004899105058365759,0.007784174757281553,advanced_high,52689.5,0.8185178497059183,1.0,-0.0,502
Weissella confusa,0.00023634241245136184,0.0009630825242718446,advanced_high,52733.0,0.8241272736642518,1.0,-0.0,503
Clostridium scindens,0.03801996108949416,0.03087679611650485,early_high,53411.5,0.8294520952753516,1.0,-0.0,504
Candidatus Nanosynsacchari sp TM7 ANC 38 39 G1 1,0.003372568093385214,0.0028106067961165045,early_high,52494.5,0.8309740396282006,1.0,-0.0,505
Klebsiella michiganensis,0.06012774319066149,0.02304252427184466,early_high,52689.0,0.8340362145034325,1.0,-0.0,506
Mitsuokella multacida,0.07549867704280155,0.022606868932038834,early_high,52730.0,0.8395669154958981,1.0,-0.0,507
Bifidobacterium adolescentis,0.6258094163424125,0.6540454611650485,advanced_high,53405.0,0.8403462805366332,1.0,-0.0,508
Roseburia inulinivorans,0.7341422178988327,0.5967211650485437,early_high,53430.5,0.8404513301882536,1.0,-0.0,509
Bifidobacterium longum,0.7887688715953308,0.4916831796116505,early_high,53414.5,0.8452658627878189,1.0,-0.0,510
Bilophila wadsworthia,0.22575217898832683,0.19136419902912621,early_high,52486.0,0.8509369462136919,1.0,-0.0,511
Prevotellamassilia timonensis,0.3547603112840467,0.12063320388349515,early_high,52739.5,0.8579753318698956,1.0,-0.0,512
Ruminococcus SGB4421,0.05160482490272374,0.05927368932038835,advanced_high,52646.5,0.8633762519359425,1.0,-0.0,513
Lacrimispora amygdalina,0.1924108560311284,0.1558069417475728,early_high,52528.0,0.863926109480677,1.0,-0.0,514
Adlercreutzia equolifaciens,0.07593077821011673,0.039724077669902914,early_high,53336.5,0.8643387997527346,1.0,-0.0,515
GGB9635 SGB15102,0.00456704280155642,0.01263351941747573,advanced_high,53068.5,0.8746862866141638,1.0,-0.0,516
Slackia isoflavoniconvertens,0.016211439688715953,0.021647839805825242,advanced_high,53218.0,0.8801519678028766,1.0,-0.0,517
GGB51441 SGB71759,0.004846653696498055,0.00392623786407767,early_high,52635.5,0.881883155846104,1.0,-0.0,518
Eubacterium ventriosum,0.16306587548638135,0.1634525970873786,advanced_high,53282.0,0.884575086443233,1.0,-0.0,519
GGB4599 SGB6362,0.07633350194552528,0.0366198786407767,early_high,52760.0,0.885289096392539,1.0,-0.0,520
Megasphaera sp AM44 1BH,0.012660194552529183,0.013022597087378643,advanced_high,53064.0,0.8940583544415411,1.0,-0.0,521
Bacteroides ovatus,1.3219729182879376,1.3886015776699028,advanced_high,53252.0,0.8986848022159513,1.0,-0.0,522
Acidaminococcus intestini,0.16402789883268484,0.23398388349514565,advanced_high,52750.0,0.9086509072630061,1.0,-0.0,523
Ruminococcus champanellensis,0.004123618677042802,0.0068616019417475724,advanced_high,53009.5,0.9144320129744088,1.0,-0.0,524
GGB3277 SGB4327,0.15469206225680934,0.1668047087378641,advanced_high,52749.0,0.9168428280571324,1.0,-0.0,525
Morganella morganii,0.00707929961089494,0.010866941747572818,advanced_high,52840.0,0.9190843547961673,1.0,-0.0,526
Bifidobacterium bifidum,0.05755140077821012,0.09736555825242718,advanced_high,53111.0,0.9198303636937658,1.0,-0.0,527
GGB9621 SGB15073,0.017951945525291828,0.010930825242718448,early_high,53131.0,0.920263659502935,1.0,-0.0,528
GGB9618 SGB15064,0.002421673151750973,0.002148883495145631,early_high,52863.0,0.9304266503217026,1.0,-0.0,529
Candidatus Cibiobacter qucibialis,0.701448093385214,0.6049898300970874,early_high,52757.5,0.9388689198353969,1.0,-0.0,530
Prevotella sp P4 51,0.05827626459143969,0.04298538834951457,early_high,53003.0,0.9538199133289346,1.0,-0.0,531
Prevotella bivia,0.016448482490272375,0.0011759708737864077,early_high,53009.5,0.9546166025776417,1.0,-0.0,532
Erysipelatoclostridium ramosum,0.11339844357976654,0.12599604368932038,advanced_high,52809.0,0.955967115120585,1.0,-0.0,533
GGB6128 SGB8774,0.0002828793774319066,0.0006181796116504854,advanced_high,52919.0,0.9607992145185453,1.0,-0.0,534
Lachnospiraceae unclassified SGB4892,0.0012204280155642022,0.00046237864077669906,early_high,52920.0,0.9625401612025404,1.0,-0.0,535
Coprococcus sp OM04 5BH,0.008442062256809338,0.002900266990291262,early_high,52920.0,0.9625401612025404,1.0,-0.0,536
Blautia sp OF03 15BH,0.009414474708171208,0.005525194174757281,early_high,53034.0,0.9627364927720785,1.0,-0.0,537
GGB41458 SGB58520,0.005134747081712063,0.0035666747572815536,early_high,52994.0,0.96778115770163,1.0,-0.0,538
Fenollaria timonensis,0.00027116731517509723,0.00028747572815533977,advanced_high,52912.5,0.9685038350152808,1.0,-0.0,539
Weissella cibaria,0.00012389105058365757,0.00023881067961165054,advanced_high,52960.0,0.9795141930042551,1.0,-0.0,540
GGB4768 SGB6601,0.016312451361867705,0.006678131067961166,early_high,52923.5,0.9804475336726073,1.0,-0.0,541
Bacteroides clarus,0.08956758754863813,0.06267182038834951,early_high,52919.5,0.9907160320925541,1.0,-0.0,542
Ruminococcaceae unclassified SGB4425,0.07225817120622569,0.0437983495145631,early_high,52928.5,0.9934154336777309,1.0,-0.0,543
Clostridia unclassified SGB3983,0.004445252918287938,0.017041504854368932,advanced_high,52934.0,0.994789797103569,1.0,-0.0,544
Ligilactobacillus salivarius,0.0730645525291829,0.030869296116504852,early_high,52939.5,0.9990554681785927,1.0,-0.0,545
Clostridia unclassified SGB6317,0.05666130044843049,0.029442767295597486,early_high,,,1.0,-0.0,546
GGB1567 SGB2154,0.02181883408071749,0.0061953773584905655,early_high,,,1.0,-0.0,547
Bacteroides fluxus,0.06041495934959349,0.012525165394402033,early_high,,,1.0,-0.0,548
GGB1582 SGB2173,1.378048780487805e-05,0.0013879643765903307,advanced_high,,,1.0,-0.0,549
GGB9524 SGB14924,0.011440406504065042,0.03730005089058524,advanced_high,,,1.0,-0.0,550
GGB4566 SGB6305,0.02379730941704036,0.03170654088050315,advanced_high,,,1.0,-0.0,551
Bifidobacterium catenulatum,0.028136965811965814,0.0446959643916914,advanced_high,,,1.0,-0.0,552
GGB9559 SGB14968,0.0013505982905982906,0.0018433531157270031,advanced_high,,,1.0,-0.0,553
Faecalibacillus intestinalis,0.22361845528455282,0.23097173027989823,advanced_high,,,1.0,-0.0,554
GGB1420 SGB1957,0.07131214634146342,0.05132641221374046,early_high,,,1.0,-0.0,555
Collinsella bouchesdurhonensis,0.012807478632478633,0.02129100890207715,advanced_high,,,1.0,-0.0,556
Clostridium saccharogumia,0.0034138617886178865,0.0017048091603053437,early_high,,,1.0,-0.0,557
Streptococcus thermophilus,0.0929279674796748,0.07497506361323157,early_high,,,1.0,-0.0,558
Gardnerella vaginalis,0.00039008130081300815,0.001178498727735369,advanced_high,,,1.0,-0.0,559
Streptococcus gordonii,0.023803333333333333,0.014094173027989822,early_high,,,1.0,-0.0,560
GGB2982 SGB3964,0.009819227642276423,0.01564127226463104,advanced_high,,,1.0,-0.0,561
GGB5997 SGB8620,0.014788508771929826,0.0066163798219584565,early_high,,,1.0,-0.0,562
Olsenella provencensis,0.002660538116591928,0.01555569288389513,advanced_high,,,1.0,-0.0,563
GGB9667 SGB15164,0.0287559756097561,0.03174806615776082,advanced_high,,,1.0,-0.0,564
Streptococcus rubneri,0.014783658536585366,0.005066895674300255,early_high,,,1.0,-0.0,565
Longicatena caecimuris,0.014145772357723577,0.02208740458015267,advanced_high,,,1.0,-0.0,566
GGB9512 SGB14909,0.0533,0.09361419847328244,advanced_high,,,1.0,-0.0,567
Bacteroides cutis,0.0017730487804878048,0.0017785241730279896,advanced_high,,,1.0,-0.0,568
